City,Transect,Population,freqHCN,Lat.pop,Long.pop
Atlanta,NA,1,0.533333333333333,33.580935,-84.690674
Atlanta,NA,10,0.4,33.574918,-84.59891
Atlanta,NA,11,0.266666666666667,33.56886,-84.584804
Atlanta,NA,12,0.2,33.569995,-84.574178
Atlanta,NA,13,0.533333333333333,33.57685,-84.559421
Atlanta,NA,14,0.466666666666667,33.583024,-84.549447
Atlanta,NA,15,0.533333333333333,33.595387,-84.546821
Atlanta,NA,16,0.533333333333333,33.604207,-84.537996
Atlanta,NA,17,0.333333333333333,33.607254,-84.529742
Atlanta,NA,18,0.733333333333333,33.611845,-84.519007
Atlanta,NA,19,0.333333333333333,33.619172,-84.510247
Atlanta,NA,2,0.571428571428571,33.578665,-84.680071
Atlanta,NA,20,0.4,33.620712,-84.503997
Atlanta,NA,21,0.466666666666667,33.622626,-84.488884
Atlanta,NA,22,0.666666666666667,33.624875,-84.477394
Atlanta,NA,23,0.4,33.632218,-84.468452
Atlanta,NA,24,0.533333333333333,33.641732,-84.467683
Atlanta,NA,25,0.533333333333333,33.651934,-84.470666
Atlanta,NA,26,0.571428571428571,33.660549,-84.468862
Atlanta,NA,27,0.733333333333333,33.666759,-84.465386
Atlanta,NA,28,0.466666666666667,33.671274,-84.460025
Atlanta,NA,29,0.4,33.675384,-84.448907
Atlanta,NA,3,0.428571428571429,33.575253,-84.671089
Atlanta,NA,30,0.4,33.680742,-84.440582
Atlanta,NA,31,0.0714285714285714,33.696144,-84.432528
Atlanta,NA,32,0.133333333333333,33.717523,-84.427056
Atlanta,NA,33,0.285714285714286,33.731223,-84.419373
Atlanta,NA,34,0.266666666666667,33.744458,-84.417923
Atlanta,NA,35,0.266666666666667,33.73715,-84.403285
Atlanta,NA,36,0.166666666666667,33.740698,-84.393074
Atlanta,NA,37,0.285714285714286,33.748,-84.390479
Atlanta,NA,38,0.333333333333333,33.754412,-84.385008
Atlanta,NA,39,0,33.760479,-84.381855
Atlanta,NA,4,0.8,33.572524,-84.662849
Atlanta,NA,40,0.0666666666666667,33.766849,-84.385062
Atlanta,NA,41,0.133333333333333,33.768616,-84.382138
Atlanta,NA,42,0.214285714285714,33.770818,-84.376497
Atlanta,NA,43,0.333333333333333,33.76918,-84.363643
Atlanta,NA,44,0.333333333333333,33.770606,-84.357177
Atlanta,NA,45,0.642857142857143,33.772432,-84.350374
Atlanta,NA,5,0.615384615384615,33.572719,-84.651049
Atlanta,NA,6,0.846153846153846,33.571768,-84.63809
Atlanta,NA,7,0.733333333333333,33.575296,-84.630425
Atlanta,NA,8,0.533333333333333,33.573607,-84.619066
Atlanta,NA,9,0.466666666666667,33.574739,-84.609136
Atlanta,"NA",City Centre,"NA",33.748997,-84.387985
Baltimore,NA,1,0.2,39.279466,-76.622552
Baltimore,NA,10,0.0666666666666667,39.322485,-76.64946
Baltimore,NA,11,0.2,39.330882,-76.654304
Baltimore,NA,12,0.2,39.33857,-76.656842
Baltimore,NA,13,0.4,39.490976,-77.156539
Baltimore,NA,14,0.266666666666667,39.499079,-77.143471
Baltimore,NA,15,0.4,39.506927,-77.101084
Baltimore,NA,16,0.0666666666666667,39.515313,-77.068531
Baltimore,NA,17,0.0666666666666667,39.516752,-77.038731
Baltimore,NA,18,0.2,39.503057,-77.025813
Baltimore,NA,2,0.266666666666667,39.286326,-76.618277
Baltimore,NA,20,0.466666666666667,39.494701,-77.003874
Baltimore,NA,21,0.2,39.48531,-76.989376
Baltimore,NA,22,0.266666666666667,39.488458,-76.970971
Baltimore,NA,23,0,39.480905,-76.954726
Baltimore,NA,24,0.0666666666666667,39.468334,-76.93907
Baltimore,NA,25,0.0666666666666667,39.469511,-76.90166
Baltimore,NA,26,0.133333333333333,39.448806,-76.896654
Baltimore,NA,27,0,39.446347,-76.872001
Baltimore,NA,28,0.466666666666667,39.449091,-76.84811
Baltimore,NA,29,0.333333333333333,39.443285,-76.819023
Baltimore,NA,3,0.466666666666667,39.289808,-76.607076
Baltimore,NA,30,0.0714285714285714,39.438022,-76.80322
Baltimore,NA,31,0.733333333333333,39.426723,-76.789623
Baltimore,NA,32,0.133333333333333,39.417222,-76.777595
Baltimore,NA,33,0.466666666666667,39.407864,-76.763912
Baltimore,NA,34,0.0666666666666667,39.396042,-76.751058
Baltimore,NA,35,0,39.385845,-76.736265
Baltimore,NA,36,0.0666666666666667,39.374997,-76.724809
Baltimore,NA,37,0.133333333333333,39.36363,-76.712856
Baltimore,NA,38,0.333333333333333,39.352313,-76.700422
Baltimore,NA,39,0.466666666666667,39.344289,-76.68596
Baltimore,NA,4,0.2,39.292156,-76.603251
Baltimore,NA,40,0.333333333333333,39.339674,-76.676277
Baltimore,NA,5,0.133333333333333,39.291522,-76.618313
Baltimore,NA,6,0,39.301304,-76.618488
Baltimore,NA,7,0.133333333333333,39.295251,-76.628517
Baltimore,NA,8,0.266666666666667,39.305648,-76.637121
Baltimore,NA,9,0.0666666666666667,39.315949,-76.641027
Baltimore,"NA",City Centre,"NA",39.290386,-76.61219
Boston,NA,1,0.388888888888889,41.96177446,-71.06764441
Boston,NA,10,0.15,42.04813985,-71.08192856
Boston,NA,11,0.1,42.05979975,-71.08530435
Boston,NA,12,0.55,42.06695597,-71.08677296
Boston,NA,13,0.157894736842105,42.07592776,-71.08743943
Boston,NA,14,0.25,42.0838662,-71.09010149
Boston,NA,15,0.15,42.09411309,-71.09412971
Boston,NA,16,0.105263157894737,42.10666515,-71.09907956
Boston,NA,17,0.1,42.1150072,-71.09925157
Boston,NA,18,0.3,42.12453844,-71.10145155
Boston,NA,19,0,42.13378868,-71.10065041
Boston,NA,2,0.2,41.97083412,-71.06759442
Boston,NA,20,0.05,42.14549385,-71.10570696
Boston,NA,21,0.3,42.15470042,-71.10703975
Boston,NA,22,0.25,42.16488211,-71.11018295
Boston,NA,23,0.35,42.17685436,-71.10997445
Boston,NA,24,0.15,42.18623442,-71.11667148
Boston,NA,25,0.2,42.19821324,-71.11953732
Boston,NA,26,0.15,42.20803485,-71.12078059
Boston,NA,27,0.15,42.21830331,-71.11921855
Boston,NA,28,0.35,42.23645255,-71.10782045
Boston,NA,29,0.2,42.24574783,-71.09323328
Boston,NA,3,0.4,41.97808151,-71.06965929
Boston,NA,30,0.1,42.25537927,-71.09283653
Boston,NA,31,0.2,42.26543666,-71.09406738
Boston,NA,32,0.15,42.27421249,-71.09511461
Boston,NA,33,0.4,42.28289146,-71.09071116
Boston,NA,34,0.2,42.29105089,-71.08691289
Boston,NA,35,0,42.30078072,-71.08603758
Boston,NA,36,0.1,42.31164802,-71.07984231
Boston,NA,37,0.1,42.31940313,-71.07189158
Boston,NA,38,0.1,42.32643556,-71.06998164
Boston,NA,39,0,42.33410354,-71.08142851
Boston,NA,40,0.1,42.33896004,-71.07279536
Boston,NA,41,0.1,42.34363291,-71.06662158
Boston,NA,42,0.15,42.35371708,-71.06504482
Boston,NA,43,0.4,42.36178484,-71.05943928
Boston,NA,44,0.3,41.98658649,-71.07023258
Boston,NA,45,0.1,42.00014208,-71.06601195
Boston,NA,5,0.2,42.00624898,-71.06649104
Boston,NA,6,0.25,42.01394829,-71.06637044
Boston,NA,7,0.4,42.02501343,-71.06592721
Boston,NA,8,0.25,42.03395236,-71.07344811
Boston,NA,9,0.05,42.04041,-71.076877
Boston,"NA",City Centre,"NA",42.3547,-71.0665
Charlotte,NA,1,0.466666666666667,35.211203,-80.866152
Charlotte,NA,10,0.666666666666667,35.244373,-80.86339
Charlotte,NA,11,0.6,35.250674,-80.870015
Charlotte,NA,12,0.6,35.258284,-80.877585
Charlotte,NA,13,0.266666666666667,35.265117,-80.883306
Charlotte,NA,14,0.266666666666667,35.27386,-80.890796
Charlotte,NA,15,0.214285714285714,35.280286,-80.902495
Charlotte,NA,16,0.6,35.281324,-80.913457
Charlotte,NA,17,0.6,35.286743,-80.922737
Charlotte,NA,18,0.533333333333333,35.293628,-80.930695
Charlotte,NA,19,0.571428571428571,35.302275,-80.936494
Charlotte,NA,2,0.4,35.215639,-80.857093
Charlotte,NA,20,0.533333333333333,35.316911,-80.943556
Charlotte,NA,21,0,35.320359,-80.952382
Charlotte,NA,22,0.357142857142857,35.331405,-80.958572
Charlotte,NA,23,0.266666666666667,35.344876,-80.967434
Charlotte,NA,24,0.666666666666667,35.357992,-80.989697
Charlotte,NA,25,0.4,35.364889,-80.997856
Charlotte,NA,26,0.214285714285714,35.376333,-81.003552
Charlotte,NA,27,0.214285714285714,35.387481,-81.009826
Charlotte,NA,28,0.642857142857143,35.399819,-81.008975
Charlotte,NA,29,0.4,35.416454,-81.010611
Charlotte,NA,3,0.6,35.220334,-80.851473
Charlotte,NA,30,0.466666666666667,35.429989,-81.011185
Charlotte,NA,31,0.4,35.443642,-80.99771
Charlotte,NA,32,0.733333333333333,35.462018,-80.992411
Charlotte,NA,33,0.333333333333333,35.475416,-81.001209
Charlotte,NA,34,0.733333333333333,35.488837,-81.018644
Charlotte,NA,35,0.466666666666667,35.496607,-81.019761
Charlotte,NA,36,0.692307692307692,35.498083,-81.043425
Charlotte,NA,37,0.642857142857143,35.503154,-81.05091
Charlotte,NA,38,0.6,35.515316,-81.059033
Charlotte,NA,39,0.642857142857143,35.525837,-81.058782
Charlotte,NA,4,0.4,35.225256,-80.837693
Charlotte,NA,40,0.714285714285714,35.538963,-81.065687
Charlotte,NA,5,0.466666666666667,35.230693,-80.842918
Charlotte,NA,6,0.8,35.234377,-80.845951
Charlotte,NA,7,0.6,35.227886,-80.850384
Charlotte,NA,8,0.266666666666667,35.22936,-80.842314
Charlotte,NA,9,0.866666666666667,35.240148,-80.85594
Charlotte,"NA",City Centre,"NA",35.227085,-80.843124
Cincinnati,NA,1,0.333333333333333,39.366827,-84.020703
Cincinnati,NA,10,0.2,39.266496,-84.119314
Cincinnati,NA,11,0.133333333333333,39.253498,-84.136122
Cincinnati,NA,12,0.266666666666667,39.243092,-84.145604
Cincinnati,NA,13,0.285714285714286,39.235726,-84.155689
Cincinnati,NA,14,0.133333333333333,39.231512,-84.163653
Cincinnati,NA,15,0.133333333333333,39.225866,-84.179901
Cincinnati,NA,16,0.2,39.217525,-84.196929
Cincinnati,NA,17,0.4,39.209516,-84.210937
Cincinnati,NA,18,0.533333333333333,39.20114,-84.224874
Cincinnati,NA,19,0.266666666666667,39.193718,-84.238368
Cincinnati,NA,2,0.0666666666666667,39.357026,-84.033543
Cincinnati,NA,20,0.133333333333333,39.189354,-84.257985
Cincinnati,NA,21,0.0666666666666667,39.18249,-84.273403
Cincinnati,NA,22,0.0666666666666667,39.177307,-84.288689
Cincinnati,NA,23,0.2,39.168552,-84.302184
Cincinnati,NA,24,0.4,39.165079,-84.318916
Cincinnati,NA,25,0.0666666666666667,39.159824,-84.335168
Cincinnati,NA,26,0.133333333333333,39.16048,-84.346386
Cincinnati,NA,27,0.466666666666667,39.160761,-84.365758
Cincinnati,NA,28,0.2,39.160015,-84.38375
Cincinnati,NA,29,0.285714285714286,39.160526,-84.407989
Cincinnati,NA,3,0.2,39.34524,-84.048586
Cincinnati,NA,30,0.2,39.155512,-84.42809
Cincinnati,NA,31,0.4,39.143464,-84.446282
Cincinnati,NA,32,0.0666666666666667,39.131921,-84.463795
Cincinnati,NA,33,0.0666666666666667,39.124878,-84.484797
Cincinnati,NA,34,0,39.112273,-84.491338
Cincinnati,NA,35,0,39.097099,-84.510977
Cincinnati,NA,36,0.25,39.103759,-84.520116
Cincinnati,NA,37,0.266666666666667,39.105944,-84.523561
Cincinnati,NA,38,0.0666666666666667,39.110177,-84.517946
Cincinnati,NA,39,0.4,39.111454,-84.513041
Cincinnati,NA,4,0.533333333333333,39.331878,-84.063537
Cincinnati,NA,40,0.2,39.107108,-84.504975
Cincinnati,NA,5,0.230769230769231,39.323291,-84.069526
Cincinnati,NA,6,0.214285714285714,39.312546,-84.079941
Cincinnati,NA,7,0.0666666666666667,39.301649,-84.090497
Cincinnati,NA,8,0,39.293146,-84.099254
Cincinnati,NA,9,0.133333333333333,39.282152,-84.111027
Cincinnati,"NA",City Centre,"NA",39.103119,-84.512016
Cleveland,NA,1,0.133333333333333,41.507303,-81.695354
Cleveland,NA,10,0.0666666666666667,41.49927,-81.603692
Cleveland,NA,11,0.2,41.500653,-81.59176
Cleveland,NA,12,0.333333333333333,41.500309,-81.577958
Cleveland,NA,13,0.266666666666667,41.500757,-81.564164
Cleveland,NA,14,0.266666666666667,41.500936,-81.549246
Cleveland,NA,15,0.266666666666667,41.500927,-81.531367
Cleveland,NA,16,0.4,41.501103,-81.516846
Cleveland,NA,17,0.333333333333333,41.500338,-81.495004
Cleveland,NA,18,0.4,41.499069,-81.476513
Cleveland,NA,19,0.2,41.500922,-81.46025
Cleveland,NA,2,0.266666666666667,41.497375,-81.689261
Cleveland,NA,20,0.214285714285714,41.501954,-81.443846
Cleveland,NA,21,0.333333333333333,41.500859,-81.430062
Cleveland,NA,22,0.384615384615385,41.500648,-81.413628
Cleveland,NA,23,0.266666666666667,41.489897,-81.401355
Cleveland,NA,24,0.4,41.490638,-81.386265
Cleveland,NA,25,0.333333333333333,41.49042,-81.371086
Cleveland,NA,26,0.266666666666667,41.490174,-81.357096
Cleveland,NA,27,0.4,41.490838,-81.343432
Cleveland,NA,28,0.266666666666667,41.490734,-81.325614
Cleveland,NA,29,0.266666666666667,41.490408,-81.313267
Cleveland,NA,3,0.133333333333333,41.499058,-81.68092
Cleveland,NA,30,0.333333333333333,41.488515,-81.300058
Cleveland,NA,31,0.133333333333333,41.490178,-81.276714
Cleveland,NA,32,0.266666666666667,41.490074,-81.265466
Cleveland,NA,33,0.333333333333333,41.489964,-81.251125
Cleveland,NA,34,0.266666666666667,41.501391,-81.242747
Cleveland,NA,35,0.4,41.497438,-81.227512
Cleveland,NA,36,0.133333333333333,41.493967,-81.213725
Cleveland,NA,37,0.2,41.494882,-81.199377
Cleveland,NA,38,0.2,41.495885,-81.185382
Cleveland,NA,39,0.142857142857143,41.498235,-81.172626
Cleveland,NA,4,0.2,41.505819,-81.67719
Cleveland,NA,40,0.6,41.496893,-81.153274
Cleveland,NA,5,0,41.501417,-81.667019
Cleveland,NA,6,0.333333333333333,41.501584,-81.654977
Cleveland,NA,7,0.214285714285714,41.501469,-81.645705
Cleveland,NA,8,0.333333333333333,41.501213,-81.634998
Cleveland,NA,9,0.266666666666667,41.500976,-81.614077
Cleveland,"NA",City Centre,"NA",41.499321,-81.694359
Detroit,NA,1,0.466666666666667,41.945849,-83.559168
Detroit,NA,10,0.4,42.072938,-83.45756
Detroit,NA,11,0.266666666666667,42.073288,-83.430717
Detroit,NA,12,0.266666666666667,42.087588,-83.425927
Detroit,NA,13,0.266666666666667,42.093644,-83.405507
Detroit,NA,14,0.2,42.093842,-83.372881
Detroit,NA,15,0,42.093975,-83.343918
Detroit,NA,16,0.333333333333333,42.094103,-83.319385
Detroit,NA,17,0.2,42.094692,-83.294274
Detroit,NA,18,0.333333333333333,42.111556,-83.283384
Detroit,NA,19,0.533333333333333,42.128548,-83.272336
Detroit,NA,2,0.266666666666667,41.961151,-83.548459
Detroit,NA,20,0.466666666666667,42.142449,-83.262648
Detroit,NA,21,0.4,42.157999,-83.248588
Detroit,NA,22,0.333333333333333,42.174323,-83.237089
Detroit,NA,23,0.533333333333333,42.188654,-83.222529
Detroit,NA,24,0.333333333333333,42.202778,-83.206249
Detroit,NA,25,0.533333333333333,42.2177,-83.192863
Detroit,NA,26,0.466666666666667,42.234879,-83.194231
Detroit,NA,27,0.2,42.252086,-83.194316
Detroit,NA,28,0.2,42.267961,-83.182124
Detroit,NA,29,0.133333333333333,42.282787,-83.169965
Detroit,NA,3,0.466666666666667,41.977974,-83.537119
Detroit,NA,30,0.733333333333333,42.291429,-83.144939
Detroit,NA,31,0.363636363636364,42.300214,-83.120134
Detroit,NA,32,0.2,42.308343,-83.095935
Detroit,NA,33,0.333333333333333,42.313886,-83.082222
Detroit,NA,34,0.133333333333333,42.32272,-83.066421
Detroit,NA,35,0.2,42.327891,-83.045662
Detroit,NA,36,0.333333333333333,42.331223,-83.032033
Detroit,NA,37,0.2,42.332419,-83.043192
Detroit,NA,38,0.142857142857143,42.337377,-83.049865
Detroit,NA,39,0.230769230769231,42.332606,-83.054864
Detroit,NA,4,0.733333333333333,41.994315,-83.528188
Detroit,NA,40,0.466666666666667,42.336963,-83.061701
Detroit,NA,5,0.266666666666667,42.008715,-83.508652
Detroit,NA,6,0.4,42.021217,-83.496651
Detroit,NA,7,0.133333333333333,42.027746,-83.479652
Detroit,NA,8,0.0666666666666667,42.041378,-83.474814
Detroit,NA,9,0.266666666666667,42.057909,-83.479858
Detroit,"NA",City Centre,"NA",42.331429,-83.045753
Jacksonville,NA,1,0.333333333333333,30.332625,-81.652426
Jacksonville,NA,10,0.733333333333333,30.389888,-81.656747
Jacksonville,NA,11,0.933333333333333,30.399336,-81.647373
Jacksonville,NA,12,1,30.410342,-81.650317
Jacksonville,NA,13,0.846153846153846,30.441438,-81.639932
Jacksonville,NA,14,0.933333333333333,30.442688,-81.607167
Jacksonville,NA,15,0.8,30.457002,-81.605689
Jacksonville,NA,16,0.888888888888889,30.459417,-81.619352
Jacksonville,NA,17,1,30.4661,-81.621807
Jacksonville,NA,18,0.933333333333333,30.478216,-81.610134
Jacksonville,NA,19,1,30.484004,-81.59667
Jacksonville,NA,2,0.533333333333333,30.332602,-81.652372
Jacksonville,NA,20,0.933333333333333,30.499398,-81.587485
Jacksonville,NA,21,1,30.518747,-81.589613
Jacksonville,NA,22,0.733333333333333,30.629104,-81.57013
Jacksonville,NA,23,1,30.62603,-81.548181
Jacksonville,NA,24,1,30.591774,-81.525783
Jacksonville,NA,25,1,30.596473,-81.516146
Jacksonville,NA,26,1,30.606432,-81.516968
Jacksonville,NA,27,1,30.617977,-81.515086
Jacksonville,NA,28,0.866666666666667,30.643745,-81.529801
Jacksonville,NA,29,1,30.64001,-81.545268
Jacksonville,NA,3,0.266666666666667,30.33813,-81.657719
Jacksonville,NA,30,0.857142857142857,30.641822,-81.612741
Jacksonville,NA,31,1,30.650935,-81.623743
Jacksonville,NA,32,1,30.658639,-81.631185
Jacksonville,NA,33,0.8,30.668565,-81.638955
Jacksonville,NA,34,1,30.684526,-81.651168
Jacksonville,NA,35,1,30.696098,-81.659974
Jacksonville,NA,4,0.666666666666667,30.341833,-81.660644
Jacksonville,NA,5,0.6,30.343828,-81.66172
Jacksonville,NA,6,1,30.34872,-81.662051
Jacksonville,NA,7,0.933333333333333,30.365468,-81.643351
Jacksonville,NA,8,1,30.372029,-81.640097
Jacksonville,NA,9,0.928571428571429,30.387416,-81.650536
Jacksonville,"NA",City Centre,"NA",30.32597,-81.656761
Montreal,NA,1,0.6,45.56934379,-74.07346078
Montreal,NA,10,0.5,45.56192835,-73.959911
Montreal,NA,11,0.5,45.56484695,-73.94591068
Montreal,NA,12,0.25,45.56669213,-73.93328349
Montreal,NA,13,0.15,45.56520644,-73.92067352
Montreal,NA,14,0.45,45.55990956,-73.91022974
Montreal,NA,15,0.2,45.5589571,-73.89738435
Montreal,NA,16,0.7,45.55711888,-73.88796409
Montreal,NA,17,0.2,45.55605498,-73.87914922
Montreal,NA,18,0.4,45.55025975,-73.86715871
Montreal,NA,19,0.6,45.55298773,-73.85521792
Montreal,NA,2,0.35,45.57299466,-74.05999561
Montreal,NA,20,0.75,45.55708877,-73.84279249
Montreal,NA,21,0.45,45.56111544,-73.83193805
Montreal,NA,22,0.55,45.57088868,-73.82084163
Montreal,NA,23,0.3,45.5768736,-73.81061375
Montreal,NA,24,0.5,45.57929998,-73.79797889
Montreal,NA,25,0.722222222222222,45.58005914,-73.78471804
Montreal,NA,26,0.5,45.58452609,-73.77195527
Montreal,NA,27,0.5,45.591169,-73.760746
Montreal,NA,28,0.35,45.5975484,-73.7511447
Montreal,NA,29,0.35,45.59008612,-73.74237381
Montreal,NA,3,0.4,45.57280085,-74.04900472
Montreal,NA,30,0.35,45.58148718,-73.73368955
Montreal,NA,31,0.55,45.57366826,-73.72334944
Montreal,NA,32,0.6,45.56484318,-73.71801446
Montreal,NA,33,0.05,45.55740048,-73.71112005
Montreal,NA,34,0.3,45.55547376,-73.70115907
Montreal,NA,35,0.75,45.55865662,-73.69099976
Montreal,NA,36,0.35,45.55972836,-73.68374907
Montreal,NA,37,0.25,45.55584406,-73.67163401
Montreal,NA,38,0.85,45.54825675,-73.66626104
Montreal,NA,39,0.5,45.54562383,-73.65374077
Montreal,NA,4,0.736842105263158,45.57247695,-74.03409156
Montreal,NA,40,0.15,45.54191955,-73.64210049
