City,Population,Transect,Lat.pop,Long.pop,AridityInd
Tampa,1,NA,28.324528999999998,-82.357619000000000,9071.00000
Tampa,2,NA,28.193446000000002,-82.637518000000000,8887.00000
Tampa,3,NA,28.084311000000000,-82.503479999999996,8545.00000
Tampa,4,NA,27.970340000000000,-82.460203000000007,8084.00000
Tampa,5,NA,27.945929000000000,-82.463866999999993,8071.00000
Tampa,6,NA,27.981413000000000,-82.386319999999998,8194.00000
Tampa,7,NA,27.990293000000001,-82.239326000000005,8376.00000
Tampa,8,NA,27.993017999999999,-82.224684999999994,8442.00000
Tampa,9,NA,27.996721999999998,-82.210448999999997,8433.00000
Tampa,10,NA,28.006086000000000,-82.174233999999998,8417.00000
Tampa,11,NA,28.009763000000000,-82.163741999999999,8402.00000
Tampa,12,NA,28.018260999999999,-82.105072000000007,8365.00000
Tampa,13,NA,28.020768000000000,-82.092934000000000,8339.00000
Tampa,14,NA,28.035471999999999,-82.017525000000006,8206.00000
Tampa,15,NA,28.039306000000000,-82.002795000000006,8189.00000
Jacksonville,1,NA,30.332625000000000,-81.652426000000006,8910.00000
Jacksonville,2,NA,30.332602000000001,-81.652372000000000,8910.00000
Jacksonville,3,NA,30.338130000000000,-81.657719000000000,8918.00000
Jacksonville,4,NA,30.341833000000001,-81.660644000000005,8952.00000
Jacksonville,5,NA,30.343827999999998,-81.661720000000003,8952.00000
Jacksonville,6,NA,30.348720000000000,-81.662051000000005,8952.00000
Jacksonville,7,NA,30.365468000000000,-81.643350999999996,8948.00000
Jacksonville,8,NA,30.372029000000001,-81.640096999999997,8934.00000
Jacksonville,9,NA,30.387416000000002,-81.650536000000002,8973.00000
Jacksonville,10,NA,30.389887999999999,-81.656746999999996,8973.00000
Jacksonville,11,NA,30.399336000000002,-81.647373000000002,8964.00000
Jacksonville,12,NA,30.410342000000000,-81.650317000000001,8966.00000
Jacksonville,13,NA,30.441438000000002,-81.639932000000002,8971.00000
Jacksonville,14,NA,30.442688000000000,-81.607167000000004,9044.00000
Jacksonville,15,NA,30.457001999999999,-81.605688999999998,9050.00000
Jacksonville,16,NA,30.459416999999998,-81.619352000000006,9028.00000
Jacksonville,17,NA,30.466100000000001,-81.621807000000004,9028.00000
Jacksonville,18,NA,30.478216000000000,-81.610134000000002,9047.00000
Jacksonville,19,NA,30.484003999999999,-81.596670000000003,9096.00000
Jacksonville,20,NA,30.499397999999999,-81.587485000000001,9129.00000
Jacksonville,21,NA,30.518747000000001,-81.589613000000000,9144.00000
Jacksonville,22,NA,30.629104000000002,-81.570130000000006,9315.00000
Jacksonville,23,NA,30.626030000000000,-81.548181000000000,9369.00000
Jacksonville,24,NA,30.591774000000001,-81.525783000000004,9337.00000
Jacksonville,25,NA,30.596473000000000,-81.516146000000006,9356.00000
Jacksonville,26,NA,30.606432000000002,-81.516968000000006,9386.00000
Jacksonville,27,NA,30.617977000000000,-81.515085999999997,9371.00000
Jacksonville,28,NA,30.643744999999999,-81.529801000000006,9409.00000
Jacksonville,29,NA,30.640010000000000,-81.545267999999993,9375.00000
Jacksonville,30,NA,30.641822000000001,-81.612741000000000,9239.00000
Jacksonville,31,NA,30.650935000000000,-81.623743000000005,9219.00000
Jacksonville,32,NA,30.658639000000001,-81.631185000000002,9206.00000
Jacksonville,33,NA,30.668565000000001,-81.638954999999996,9228.00000
Jacksonville,34,NA,30.684526000000002,-81.651167999999998,9195.00000
Jacksonville,35,NA,30.696097999999999,-81.659974000000005,9196.00000
Atlanta,1,NA,33.580934999999997,-84.690674000000001,10007.00000
Atlanta,2,NA,33.578665000000001,-84.680070999999998,10022.00000
Atlanta,3,NA,33.575252999999996,-84.671088999999995,10000.00000
Atlanta,4,NA,33.572524000000001,-84.662848999999994,10022.00000
Atlanta,5,NA,33.572718999999999,-84.651049000000000,10022.00000
Atlanta,6,NA,33.571767999999999,-84.638090000000005,10053.00000
Atlanta,7,NA,33.575296000000002,-84.630425000000002,10076.00000
Atlanta,8,NA,33.573607000000003,-84.619066000000004,10076.00000
Atlanta,9,NA,33.574739000000001,-84.609136000000007,10076.00000
Atlanta,10,NA,33.574917999999997,-84.598910000000004,10061.00000
Atlanta,11,NA,33.568860000000001,-84.584804000000005,10038.00000
Atlanta,12,NA,33.569994999999999,-84.574178000000003,10045.00000
Atlanta,13,NA,33.576850000000000,-84.559421000000000,10038.00000
Atlanta,14,NA,33.583024000000002,-84.549447000000001,10000.00000
Atlanta,15,NA,33.595387000000002,-84.546820999999994,10061.00000
Atlanta,16,NA,33.604207000000002,-84.537996000000007,10061.00000
Atlanta,17,NA,33.607253999999998,-84.529741999999999,10038.00000
Atlanta,18,NA,33.611845000000002,-84.519007000000002,10030.00000
Atlanta,19,NA,33.619171999999999,-84.510247000000007,10046.00000
Atlanta,20,NA,33.620711999999997,-84.503996999999998,10085.00000
Atlanta,21,NA,33.622625999999997,-84.488883999999999,10038.00000
Atlanta,22,NA,33.624875000000003,-84.477394000000004,10038.00000
Atlanta,23,NA,33.632218000000002,-84.468451999999999,10038.00000
Atlanta,24,NA,33.641731999999998,-84.467682999999994,9969.00000
Atlanta,25,NA,33.651933999999997,-84.470665999999994,9892.00000
Atlanta,26,NA,33.660549000000003,-84.468862000000001,9969.00000
Atlanta,27,NA,33.666758999999999,-84.465385999999995,10023.00000
Atlanta,28,NA,33.671273999999997,-84.460025000000002,10023.00000
Atlanta,29,NA,33.675384000000001,-84.448907000000005,10101.00000
Atlanta,30,NA,33.680742000000002,-84.440582000000006,10070.00000
Atlanta,31,NA,33.696143999999997,-84.432528000000005,10085.00000
Atlanta,32,NA,33.717523000000000,-84.427055999999993,10132.00000
Atlanta,33,NA,33.731223000000000,-84.419372999999993,10140.00000
Atlanta,34,NA,33.744458000000002,-84.417923000000002,10147.00000
Atlanta,35,NA,33.737150000000000,-84.403284999999997,10132.00000
Atlanta,36,NA,33.740698000000002,-84.393073999999999,10116.00000
Atlanta,37,NA,33.747999999999998,-84.390478999999999,10147.00000
Atlanta,38,NA,33.754412000000002,-84.385007999999999,10265.00000
Atlanta,39,NA,33.760478999999997,-84.381855000000002,10171.00000
Atlanta,40,NA,33.766849000000001,-84.385062000000005,10202.00000
Atlanta,41,NA,33.768616000000002,-84.382137999999998,10147.00000
Atlanta,42,NA,33.770817999999998,-84.376497000000001,10147.00000
Atlanta,43,NA,33.769179999999999,-84.363642999999996,10124.00000
Atlanta,44,NA,33.770606000000001,-84.357176999999993,10218.00000
Atlanta,45,NA,33.772432000000002,-84.350374000000002,10218.00000
Charlotte,1,NA,35.211202999999998,-80.866152000000000,8983.00000
Charlotte,2,NA,35.215639000000003,-80.857093000000006,9012.00000
Charlotte,3,NA,35.220334000000001,-80.851472999999999,8981.00000
Charlotte,4,NA,35.225256000000002,-80.837693000000002,8967.00000
Charlotte,5,NA,35.230693000000002,-80.842917999999997,9013.00000
Charlotte,6,NA,35.234377000000002,-80.845950999999999,8945.00000
Charlotte,7,NA,35.227885999999998,-80.850384000000005,8930.00000
Charlotte,8,NA,35.229360000000000,-80.842314000000002,9013.00000
Charlotte,9,NA,35.240147999999998,-80.855940000000004,8887.00000
Charlotte,10,NA,35.244373000000003,-80.863389999999995,8967.00000
Charlotte,11,NA,35.250673999999997,-80.870014999999995,8944.00000
Charlotte,12,NA,35.258284000000003,-80.877584999999996,8975.00000
Charlotte,13,NA,35.265116999999996,-80.883306000000005,9005.00000
Charlotte,14,NA,35.273859999999999,-80.890795999999995,9035.00000
Charlotte,15,NA,35.280285999999997,-80.902495000000002,9125.00000
Charlotte,16,NA,35.281323999999998,-80.913456999999994,9118.00000
Charlotte,17,NA,35.286743000000001,-80.922736999999998,9118.00000
Charlotte,18,NA,35.293627999999998,-80.930695000000000,8999.00000
Charlotte,19,NA,35.302275000000002,-80.936493999999996,8948.00000
Charlotte,20,NA,35.316910999999998,-80.943556000000001,8963.00000
Charlotte,21,NA,35.320359000000003,-80.952382000000000,9000.00000
Charlotte,22,NA,35.331404999999997,-80.958572000000004,8986.00000
Charlotte,23,NA,35.344875999999999,-80.967433999999997,8913.00000
Charlotte,24,NA,35.357992000000003,-80.989697000000007,9046.00000
Charlotte,25,NA,35.364888999999998,-80.997855999999999,9085.00000
Charlotte,26,NA,35.376333000000002,-81.003551999999999,9093.00000
Charlotte,27,NA,35.387481000000001,-81.009826000000004,9138.00000
Charlotte,28,NA,35.399819000000001,-81.008975000000007,9139.00000
Charlotte,29,NA,35.416454000000002,-81.010610999999997,9123.00000
Charlotte,30,NA,35.429988999999999,-81.011184999999998,9101.00000
Charlotte,31,NA,35.443641999999997,-80.997709999999998,9063.00000
Charlotte,32,NA,35.462018000000000,-80.992411000000004,9101.00000
Charlotte,33,NA,35.475416000000003,-81.001209000000003,9124.00000
Charlotte,34,NA,35.488836999999997,-81.018643999999995,9140.00000
Charlotte,35,NA,35.496606999999997,-81.019761000000003,9170.00000
Charlotte,36,NA,35.498083000000001,-81.043424999999999,9164.00000
Charlotte,37,NA,35.503154000000002,-81.050910000000002,9231.00000
Charlotte,38,NA,35.515315999999999,-81.059032999999999,9247.00000
Charlotte,39,NA,35.525837000000003,-81.058781999999994,9233.00000
Charlotte,40,NA,35.538963000000003,-81.065686999999997,9271.00000
Norfolk,1,NA,36.525734000000000,-76.249270999999993,10535.00000
Norfolk,2,NA,36.533611000000001,-76.250144000000006,10516.00000
Norfolk,3,NA,36.547404000000000,-76.242497999999998,10545.00000
Norfolk,4,NA,36.551476999999998,-76.231768000000002,10519.00000
Norfolk,5,NA,36.559063000000002,-76.227748000000005,10519.00000
Norfolk,6,NA,36.559572000000003,-76.215361999999999,10520.00000
Norfolk,7,NA,36.561526999999998,-76.201243000000005,10539.00000
Norfolk,8,NA,36.575296999999999,-76.200137999999995,10539.00000
Norfolk,9,NA,36.587978999999997,-76.205731999999998,10559.00000
Norfolk,10,NA,36.598354000000000,-76.209854000000007,10551.00000
Norfolk,11,NA,36.605777000000003,-76.210656000000000,10542.00000
Norfolk,12,NA,36.619210000000002,-76.211040999999994,10553.00000
Norfolk,13,NA,36.631025000000001,-76.208697999999998,10561.00000
Norfolk,14,NA,36.644722000000002,-76.216358999999997,10572.00000
Norfolk,15,NA,36.654204999999997,-76.223185999999998,10581.00000
Norfolk,16,NA,36.666569000000003,-76.226393000000002,10573.00000
Norfolk,17,NA,36.675113000000003,-76.226348999999999,10482.00000
Norfolk,18,NA,36.686554999999998,-76.229693999999995,10474.00000
Norfolk,19,NA,36.697414000000002,-76.232787999999999,10474.00000
Norfolk,20,NA,36.706203000000002,-76.235476000000006,10465.00000
Norfolk,21,NA,36.715957000000003,-76.238298999999998,10465.00000
Norfolk,22,NA,36.725735000000000,-76.242221000000001,10448.00000
Norfolk,23,NA,36.739235000000001,-76.241467000000000,10477.00000
Norfolk,24,NA,36.750321000000000,-76.245681000000005,10441.00000
Norfolk,25,NA,36.758378999999998,-76.248450000000005,10433.00000
Norfolk,26,NA,36.768737000000002,-76.251938999999993,10433.00000
Norfolk,27,NA,36.785235000000000,-76.258458000000005,10388.00000
Norfolk,28,NA,36.793588000000000,-76.260703000000007,10370.00000
Norfolk,29,NA,36.804583000000001,-76.262898000000007,10370.00000
Norfolk,30,NA,36.813868999999997,-76.263465999999994,10362.00000
Norfolk,31,NA,36.828899000000000,-76.260808999999995,10344.00000
Norfolk,32,NA,36.835780000000000,-76.263064999999997,10299.00000
Norfolk,33,NA,36.847040999999997,-76.271874999999994,10290.00000
Norfolk,34,NA,36.853597999999998,-76.278857000000002,10272.00000
Norfolk,35,NA,36.852333999999999,-76.285657000000000,10281.00000
Norfolk,36,NA,36.846924000000001,-76.285781000000000,10353.00000
Norfolk,37,NA,36.846860999999997,-76.294678000000005,
Norfolk,38,NA,36.843603000000002,-76.288229000000001,10353.00000
Norfolk,39,NA,36.849063000000001,-76.290701999999996,10353.00000
Norfolk,40,NA,36.860801000000002,-76.285964000000007,10291.00000
Washington D.C.,1,NA,39.250695000000000,-77.380206999999999,9071.00000
Washington D.C.,2,NA,39.250062000000000,-77.368610000000004,9027.00000
Washington D.C.,3,NA,39.247967000000003,-77.357547999999994,9219.00000
Washington D.C.,4,NA,39.244985000000000,-77.340939000000006,9202.00000
Washington D.C.,5,NA,39.242637999999999,-77.322113999999999,9290.00000
Washington D.C.,6,NA,39.231935000000000,-77.329001000000005,9316.00000
Washington D.C.,7,NA,39.218401000000000,-77.331079000000003,9196.00000
Washington D.C.,8,NA,39.200333999999998,-77.326746000000000,9221.00000
Washington D.C.,9,NA,39.193238999999998,-77.334807999999995,9135.00000
Washington D.C.,10,NA,39.181441000000000,-77.352940000000004,8932.00000
Washington D.C.,11,NA,39.137957000000000,-77.355568000000005,8916.00000
Washington D.C.,12,NA,39.128379000000002,-77.341538999999997,8742.00000
Washington D.C.,13,NA,39.124470000000002,-77.323035000000004,8936.00000
Washington D.C.,14,NA,39.101590999999999,-77.294314000000000,9038.00000
Washington D.C.,15,NA,39.085934000000002,-77.297882999999999,8979.00000
Washington D.C.,16,NA,39.068702999999999,-77.283129000000002,8921.00000
Washington D.C.,17,NA,39.057231999999999,-77.277096000000000,8921.00000
Washington D.C.,18,NA,39.046956999999999,-77.264214999999993,8849.00000
Washington D.C.,19,NA,39.039745000000003,-77.249769999999998,8925.00000
Washington D.C.,20,NA,39.027262999999998,-77.231706000000003,9137.00000
Washington D.C.,21,NA,39.024098000000002,-77.218691000000007,9154.00000
Washington D.C.,22,NA,39.004835000000000,-77.188111000000006,9089.00000
Washington D.C.,23,NA,38.996606000000000,-77.169562999999997,9006.00000
Washington D.C.,24,NA,38.992792000000001,-77.162233999999998,8957.00000
Washington D.C.,25,NA,38.989773999999997,-77.152913999999996,8934.00000
Washington D.C.,26,NA,38.982621999999999,-77.136979999999994,9143.00000
Washington D.C.,27,NA,38.975341999999998,-77.126108000000002,9254.00000
Washington D.C.,28,NA,38.969817999999997,-77.116409000000004,9288.00000
Washington D.C.,29,NA,38.964793999999998,-77.104459000000006,9136.00000
Washington D.C.,30,NA,38.958191999999997,-77.097221000000005,9246.00000
Washington D.C.,31,NA,38.952649999999998,-77.085875000000001,9315.00000
Washington D.C.,32,NA,38.946952000000003,-77.079211000000001,9496.00000
Washington D.C.,33,NA,38.934866999999997,-77.074224999999998,9453.00000
Washington D.C.,34,NA,38.927382000000001,-77.072053999999994,9409.00000
Washington D.C.,35,NA,38.920290000000001,-77.063710000000000,9153.00000
Washington D.C.,36,NA,38.914729999999999,-77.054288999999997,9050.00000
Washington D.C.,37,NA,38.910412000000001,-77.045801999999995,9066.00000
Washington D.C.,38,NA,38.901136000000001,-77.039345999999995,9082.00000
Washington D.C.,39,NA,38.895159999999997,-77.039508999999995,8998.00000
Washington D.C.,40,NA,38.895116000000002,-77.036635000000004,8998.00000
Washington D.C.,41,NA,38.890811999999997,-77.034773999999999,8946.00000
Washington D.C.,42,NA,38.879933000000001,-77.036035999999996,8921.00000
Washington D.C.,43,NA,38.890720999999999,-77.049071999999995,8929.00000
Washington D.C.,44,NA,38.889206999999999,-77.012557999999999,9074.00000
Washington D.C.,45,NA,38.885553999999999,-77.000068999999996,9151.00000
Baltimore,1,NA,39.279465999999999,-76.622551999999999,9377.00000
Baltimore,2,NA,39.286326000000003,-76.618277000000006,9495.00000
Baltimore,3,NA,39.289808000000001,-76.607076000000006,9395.00000
Baltimore,4,NA,39.292155999999999,-76.603251000000000,9429.00000
Baltimore,5,NA,39.291522000000001,-76.618313000000001,9495.00000
Baltimore,6,NA,39.301304000000002,-76.618487999999999,9615.00000
Baltimore,7,NA,39.295251000000000,-76.628517000000002,9538.00000
Baltimore,8,NA,39.305647999999998,-76.637120999999993,9692.00000
Baltimore,9,NA,39.315949000000003,-76.641026999999994,9797.00000
Baltimore,10,NA,39.322485000000000,-76.649460000000005,9937.00000
Baltimore,11,NA,39.330882000000003,-76.654303999999996,9991.00000
Baltimore,12,NA,39.338569999999997,-76.656841999999997,10000.00000
Baltimore,13,NA,39.490976000000003,-77.156538999999995,9605.00000
Baltimore,14,NA,39.499079000000002,-77.143471000000005,9778.00000
Baltimore,15,NA,39.506926999999997,-77.101084000000000,9660.00000
Baltimore,16,NA,39.515312999999999,-77.068530999999993,9888.00000
Baltimore,17,NA,39.516751999999997,-77.038730999999999,9972.00000
Baltimore,18,NA,39.503056999999998,-77.025812999999999,9852.00000
Baltimore,20,NA,39.494700999999999,-77.003873999999996,10046.00000
Baltimore,21,NA,39.485309999999998,-76.989375999999993,9963.00000
Baltimore,22,NA,39.488458000000001,-76.970971000000006,10195.00000
Baltimore,23,NA,39.480905000000000,-76.954725999999994,10111.00000
Baltimore,24,NA,39.468333999999999,-76.939070000000001,10055.00000
Baltimore,25,NA,39.469510999999997,-76.901660000000007,9936.00000
Baltimore,26,NA,39.448805999999998,-76.896653999999998,9972.00000
Baltimore,27,NA,39.446347000000003,-76.872000999999997,10073.00000
Baltimore,28,NA,39.449091000000003,-76.848110000000005,10304.00000
Baltimore,29,NA,39.443285000000003,-76.819023000000001,10369.00000
Baltimore,30,NA,39.438021999999997,-76.803219999999996,10387.00000
Baltimore,31,NA,39.426723000000003,-76.789623000000006,10265.00000
Baltimore,32,NA,39.417222000000002,-76.777595000000005,10154.00000
Baltimore,33,NA,39.407863999999996,-76.763912000000005,10081.00000
Baltimore,34,NA,39.396042000000001,-76.751058000000000,10218.00000
Baltimore,35,NA,39.385845000000003,-76.736265000000003,10272.00000
Baltimore,36,NA,39.374997000000000,-76.724808999999993,10235.00000
Baltimore,37,NA,39.363630000000001,-76.712856000000002,10253.00000
Baltimore,38,NA,39.352313000000002,-76.700422000000003,10171.00000
Baltimore,39,NA,39.344289000000003,-76.685959999999994,10170.00000
Baltimore,40,NA,39.339674000000002,-76.676276999999999,10179.00000
Philadelphia,1,NA,39.932977999999999,-75.164772999999997,10541.00000
Philadelphia,2,NA,39.941553999999996,-75.162128999999993,10541.00000
Philadelphia,3,NA,39.955260000000003,-75.151687999999993,10620.00000
Philadelphia,4,NA,39.949903999999997,-75.150505999999993,10620.00000
Philadelphia,5,NA,39.949243000000003,-75.169072000000000,10620.00000
Philadelphia,6,NA,39.957388999999999,-75.171800000000005,10639.00000
Philadelphia,7,NA,39.950409000000001,-75.191502999999997,10542.00000
Philadelphia,8,NA,39.954033000000003,-75.201998000000003,10601.00000
Philadelphia,9,NA,39.956727000000001,-75.213348999999994,10602.00000
Philadelphia,10,NA,39.953398999999997,-75.225836000000001,10602.00000
Philadelphia,11,NA,39.958480999999999,-75.239425999999995,10622.00000
Philadelphia,12,NA,39.955289999999998,-75.250163999999998,10621.00000
Philadelphia,13,NA,40.143048000000000,-75.738781000000003,11075.00000
Philadelphia,14,NA,40.143642000000000,-75.705376000000001,11074.00000
Philadelphia,15,NA,40.130749999999999,-75.691884999999999,11479.00000
Philadelphia,16,NA,40.125979000000001,-75.671953000000002,11343.00000
Philadelphia,17,NA,40.114243000000002,-75.654741999999999,11208.00000
Philadelphia,18,NA,40.094327000000000,-75.638174000000006,11105.00000
Philadelphia,19,NA,40.087572999999999,-75.628752000000006,10792.00000
Philadelphia,20,NA,40.082366999999998,-75.605694000000000,11042.00000
Philadelphia,21,NA,40.082673000000000,-75.590158000000002,10945.00000
Philadelphia,22,NA,40.073962999999999,-75.578706999999994,11239.00000
Philadelphia,23,NA,40.074997000000003,-75.536513999999997,10804.00000
Philadelphia,24,NA,40.055560000000000,-75.530382000000003,10803.00000
Philadelphia,25,NA,40.040773999999999,-75.505626000000007,11311.00000
Philadelphia,26,NA,40.040830999999997,-75.481984999999995,11259.00000
Philadelphia,27,NA,40.030802000000001,-75.465261999999996,11115.00000
Philadelphia,28,NA,40.021151000000003,-75.448348999999993,11187.00000
Philadelphia,29,NA,40.007311999999999,-75.425707000000003,11178.00000
Philadelphia,30,NA,39.988114000000003,-75.402261999999993,11179.00000
Philadelphia,31,NA,39.983606999999999,-75.378320000000002,11117.00000
Philadelphia,32,NA,39.980592000000001,-75.356671000000006,11057.00000
Philadelphia,33,NA,39.978515000000002,-75.342252999999999,11007.00000
Philadelphia,34,NA,39.974347000000002,-75.327230999999998,10947.00000
Philadelphia,35,NA,39.971221999999997,-75.314631000000006,10988.00000
Philadelphia,36,NA,39.969458000000003,-75.301171999999994,10888.00000
Philadelphia,37,NA,39.967207999999999,-75.289142999999996,10827.00000
Philadelphia,38,NA,39.964146000000000,-75.274529999999999,10769.00000
Philadelphia,39,NA,39.962203000000002,-75.263447999999997,10660.00000
Philadelphia,40,NA,39.962620999999999,-75.254544999999993,10650.00000
Cleveland,1,NA,41.507303000000000,-81.695353999999995,9497.00000
Cleveland,2,NA,41.497374999999998,-81.689261000000002,9558.00000
Cleveland,3,NA,41.499057999999998,-81.680920000000000,9588.00000
Cleveland,4,NA,41.505819000000002,-81.677189999999996,9588.00000
Cleveland,5,NA,41.501416999999996,-81.667018999999996,9598.00000
Cleveland,6,NA,41.501584000000001,-81.654977000000002,9609.00000
Cleveland,7,NA,41.501469000000000,-81.645705000000007,9619.00000
Cleveland,8,NA,41.501213000000000,-81.634997999999996,9629.00000
Cleveland,9,NA,41.500976000000001,-81.614076999999995,9701.00000
Cleveland,10,NA,41.499270000000003,-81.603691999999995,9865.00000
Cleveland,11,NA,41.500653000000000,-81.591759999999994,9947.00000
Cleveland,12,NA,41.500309000000001,-81.577957999999995,10125.00000
Cleveland,13,NA,41.500757000000000,-81.564164000000005,10199.00000
Cleveland,14,NA,41.500936000000003,-81.549245999999997,10369.00000
Cleveland,15,NA,41.500926999999997,-81.531367000000003,10390.00000
Cleveland,16,NA,41.501103000000001,-81.516846000000001,10455.00000
Cleveland,17,NA,41.500337999999999,-81.495003999999994,10519.00000
Cleveland,18,NA,41.499068999999999,-81.476512999999997,10572.00000
Cleveland,19,NA,41.500922000000003,-81.460250000000002,10636.00000
Cleveland,20,NA,41.501953999999998,-81.443845999999994,10702.00000
Cleveland,21,NA,41.500858999999998,-81.430062000000007,10668.00000
Cleveland,22,NA,41.500647999999998,-81.413628000000003,10452.00000
Cleveland,23,NA,41.489896999999999,-81.401354999999995,10176.00000
Cleveland,24,NA,41.490637999999997,-81.386264999999995,10471.00000
Cleveland,25,NA,41.490420000000000,-81.371086000000005,10621.00000
Cleveland,26,NA,41.490174000000003,-81.357095999999999,10773.00000
Cleveland,27,NA,41.490837999999997,-81.343432000000007,10717.00000
Cleveland,28,NA,41.490734000000003,-81.325614000000002,10879.00000
Cleveland,29,NA,41.490408000000002,-81.313266999999996,10965.00000
Cleveland,30,NA,41.488515000000000,-81.300058000000007,10965.00000
Cleveland,31,NA,41.490178000000000,-81.276713999999998,11138.00000
Cleveland,32,NA,41.490074000000000,-81.265466000000004,11006.00000
Cleveland,33,NA,41.489964000000001,-81.251125000000002,11048.00000
Cleveland,34,NA,41.501390999999998,-81.242746999999994,11362.00000
Cleveland,35,NA,41.497438000000002,-81.227512000000004,11210.00000
Cleveland,36,NA,41.493966999999998,-81.213724999999997,11344.00000
Cleveland,37,NA,41.494881999999997,-81.199376999999998,11469.00000
Cleveland,38,NA,41.495885000000001,-81.185382000000004,11353.00000
Cleveland,39,NA,41.498235000000001,-81.172625999999994,11164.00000
Cleveland,40,NA,41.496893000000000,-81.153273999999996,11129.00000
Pittsburgh,1,NA,40.897638000000001,-80.044518999999994,9863.00000
Pittsburgh,2,NA,40.883226999999998,-80.044318000000004,9854.00000
Pittsburgh,3,NA,40.870182000000000,-80.041011999999995,9834.00000
Pittsburgh,4,NA,40.853192999999997,-80.038385000000005,9824.00000
Pittsburgh,5,NA,40.843091999999999,-80.039751999999993,9824.00000
Pittsburgh,6,NA,40.830965999999997,-80.043678000000000,9400.00000
Pittsburgh,7,NA,40.818083000000001,-80.043049999999994,9633.00000
Pittsburgh,8,NA,40.805323000000001,-80.055053000000001,9251.00000
Pittsburgh,9,NA,40.792571000000002,-80.054766000000001,9463.00000
Pittsburgh,10,NA,40.783242999999999,-80.060590000000005,9547.00000
Pittsburgh,11,NA,40.767180000000003,-80.065284000000005,9259.00000
Pittsburgh,12,NA,40.757657000000002,-80.066914999999995,9489.00000
Pittsburgh,13,NA,40.743479000000001,-80.073594000000000,9471.00000
Pittsburgh,14,NA,40.725794999999998,-80.073667000000000,9303.00000
